run	set	worker	status	tsload	tssend	doc1img	doc1txt	doc1keys	doc1rel	doc2img	doc2txt	doc2keys	doc2rel	doc3img	doc3txt	doc3keys	doc3rel	doc4img	doc4txt	doc4keys	doc4rel	doc5img	doc5txt	doc5keys	doc5rel	kfails	tfails	comment
2	662	231	Skipped	14/09/2011 10:21:26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	57	231	Preview	14/09/2011 10:21:48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	797	702	Preview	14/09/2011 10:22:24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	163	19	Preview	14/09/2011 10:22:50	14/09/2011 10:27:21	101.57	0.00	NA	NA	60.38	0.00	NA	NA	63.29	0.00	NA	NA	13.05	0.00	NA	NA	23.21	0.00	NA	NA	NA	NA	NA
2	756	28	Preview	14/09/2011 10:24:28	14/09/2011 10:25:43	70.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	756	28	Rejected	14/09/2011 10:25:46	14/09/2011 10:33:50	96.14	0.00	2	46	126.26	0.00	2	62	68.88	0.00	1	68	94.10	0.00	1	52	94.49	0.00	2	55	1	0	""
2	144	51	Preview	14/09/2011 10:26:56	14/09/2011 10:27:20	20.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	163	19	Rejected	14/09/2011 10:27:32	14/09/2011 10:31:50	30.30	0.00	1	93	49.00	0.00	2	92	54.47	0.00	2	94	11.81	0.00	1	94	107.05	0.00	2	96	1	0	""
2	561	51	Preview	14/09/2011 10:27:37	14/09/2011 10:28:10	30.09	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	434	51	Preview	14/09/2011 10:29:32	14/09/2011 10:31:47	130.15	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	802	85	Preview	14/09/2011 10:30:25	14/09/2011 10:34:52	260.08	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	716	51	Preview	14/09/2011 10:31:54	14/09/2011 10:33:42	100.11	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	670	19	Preview	14/09/2011 10:32:00	14/09/2011 10:32:14	10.15	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	827	393	Preview	14/09/2011 10:32:51	14/09/2011 10:33:12	20.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	260	376	Preview	14/09/2011 10:33:18	14/09/2011 10:33:49	30.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	827	393	Accepted	14/09/2011 10:33:20	14/09/2011 10:39:13	84.27	0.00	2	97	82.39	0.00	1	0	40.36	0.00	2	0	45.72	0.00	1	0	98.79	0.00	2	95	0	0	""
2	716	51	Accepted	14/09/2011 10:33:49	14/09/2011 10:36:06	58.58	0.00	2	8	18.66	0.00	2	72	10.36	0.00	1	73	20.03	0.00	1	59	26.99	0.00	1	73	0	0	""
2	50	28	Preview	14/09/2011 10:33:58	14/09/2011 10:38:10	250.71	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	232	543	Preview	14/09/2011 10:34:11	14/09/2011 10:34:27	10.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	232	543	Accepted	14/09/2011 10:34:32	14/09/2011 10:42:20	159.50	0.00	2	5	108.98	0.00	2	10	72.80	0.00	2	1	33.05	0.00	1	3	91.19	0.00	2	0	0	0	""
2	802	85	Skipped	14/09/2011 10:35:02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	211	376	Preview	14/09/2011 10:35:55	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	211	376	Rejected	14/09/2011 10:35:59	14/09/2011 10:39:23	79.14	9.53	1	50	13.13	15.24	2	67	10.09	7.00	1	1	23.03	0.00	2	97	24.82	20.39	1	8	1	0	""
2	242	51	Accepted	14/09/2011 10:36:15	14/09/2011 10:38:47	44.84	0.00	1	6	38.07	0.00	2	12	22.90	0.00	2	8	21.58	0.00	1	10	21.87	0.00	1	2	0	0	""
2	50	28	Accepted	14/09/2011 10:38:18	14/09/2011 10:42:10	46.67	0.00	2	75	107.67	0.00	1	49	15.81	0.00	2	67	17.56	0.00	1	84	41.54	0.00	2	56	0	0	""
2	549	51	Accepted	14/09/2011 10:38:57	14/09/2011 10:41:05	30.22	0.00	2	44	11.98	0.00	2	6	30.51	0.00	2	10	17.24	0.00	2	91	34.38	0.00	1	81	0	0	""
2	785	393	Preview	14/09/2011 10:39:18	14/09/2011 10:39:32	10.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	557	376	Rejected	14/09/2011 10:39:27	14/09/2011 11:05:30	1463.31	0.00	2	96	10.37	13.43	1	67	23.79	0.00	2	1	14.49	0.00	1	0	36.49	0.00	2	95	1	0	""
2	785	393	Accepted	14/09/2011 10:39:36	14/09/2011 10:49:56	43.09	0.00	2	97	67.03	0.00	1	97	81.72	0.00	1	0	116.86	0.00	1	0	146.29	0.00	2	0	0	0	""
2	721	51	Accepted	14/09/2011 10:41:14	14/09/2011 10:42:56	14.88	0.00	1	72	12.73	0.00	1	17	22.68	0.00	2	44	24.71	0.00	1	8	21.67	0.00	2	22	0	0	""
2	14	28	Preview	14/09/2011 10:42:17	14/09/2011 10:47:19	96.48	20.01	NA	NA	38.61	0.00	NA	NA	13.73	0.00	NA	NA	41.19	0.00	NA	NA	90.06	0.00	NA	NA	NA	NA	NA
2	54	543	Accepted	14/09/2011 10:42:29	14/09/2011 10:45:34	79.85	0.00	2	32	48.14	0.00	2	85	26.84	0.00	2	86	12.57	0.00	1	85	17.16	0.00	2	86	0	0	""
2	147	51	Accepted	14/09/2011 10:43:05	14/09/2011 10:45:11	20.68	0.00	2	6	23.00	0.00	2	11	14.95	0.00	2	11	33.78	0.00	2	10	30.28	0.00	2	34	0	0	""
2	635	705	Preview	14/09/2011 10:43:51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	562	543	Accepted	14/09/2011 10:45:41	14/09/2011 10:48:28	51.65	0.00	1	63	45.12	0.00	2	69	23.05	0.00	2	88	27.79	0.00	2	68	18.04	0.00	2	70	0	0	""
2	158	51	Accepted	14/09/2011 10:46:49	14/09/2011 10:49:02	13.45	0.00	1	83	30.20	0.00	1	2	18.64	0.00	1	73	26.95	0.00	1	5	40.22	0.00	2	2	0	0	""
2	14	28	Accepted	14/09/2011 10:47:20	14/09/2011 10:48:47	28.84	0.00	1	64	16.39	0.00	2	53	9.89	0.00	2	62	10.33	0.00	2	83	18.99	0.00	2	52	0	0	""
2	834	85	Preview	14/09/2011 10:47:36	14/09/2011 10:47:49	10.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	819	543	Accepted	14/09/2011 10:48:34	14/09/2011 10:52:36	84.65	0.00	2	35	19.13	0.00	1	70	33.08	0.00	1	42	39.59	0.00	1	65	63.79	0.00	2	18	0	0	""
2	419	28	Preview	14/09/2011 10:48:53	14/09/2011 10:49:05	10.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	419	28	Accepted	14/09/2011 10:49:09	14/09/2011 10:53:17	48.82	0.00	2	48	26.02	0.00	2	20	38.02	0.00	2	56	17.95	0.00	2	69	114.74	0.00	1	67	0	0	""
2	217	111	Preview	14/09/2011 10:49:26	14/09/2011 10:50:59	90.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	663	171	Preview	14/09/2011 10:49:33	14/09/2011 10:50:18	40.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	638	51	Accepted	14/09/2011 10:49:43	14/09/2011 11:02:07	659.54	0.00	1	87	30.94	0.00	1	13	16.40	0.00	2	65	18.83	0.00	2	54	16.72	0.00	1	81	0	0	""
2	713	393	Preview	14/09/2011 10:50:04	14/09/2011 10:50:35	30.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	663	171	Accepted	14/09/2011 10:50:28	14/09/2011 10:56:24	58.68	0.00	1	51	40.02	0.00	1	85	58.25	0.00	1	87	61.67	0.00	1	35	135.05	0.00	2	64	0	0	""
2	521	37	Preview	14/09/2011 10:51:36	14/09/2011 10:53:02	80.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	114	393	Preview	14/09/2011 10:51:44	14/09/2011 10:52:04	20.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	114	393	Accepted	14/09/2011 10:52:08	14/09/2011 11:18:04	1401.43	0.00	1	0	27.14	0.00	1	98	45.35	0.00	1	94	24.83	0.00	2	0	56.13	0.00	2	0	0	0	""
2	141	543	Preview	14/09/2011 10:52:43	14/09/2011 10:53:25	40.02	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	455	28	Preview	14/09/2011 10:53:24	14/09/2011 11:04:16	650.32	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	141	543	Accepted	14/09/2011 10:53:28	14/09/2011 11:02:21	239.68	0.00	1	1	41.92	0.00	1	3	54.74	0.00	1	3	71.71	0.00	2	2	124.12	0.00	2	3	0	0	""
2	820	171	Preview	14/09/2011 10:56:41	14/09/2011 10:57:01	10.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	820	171	Accepted	14/09/2011 10:57:09	14/09/2011 11:01:38	29.71	0.00	1	71	33.82	0.00	1	71	52.39	0.00	2	72	98.15	0.00	2	64	48.15	0.00	1	88	0	0	""
2	557	376	Skipped	14/09/2011 10:59:38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	463	453	Preview	14/09/2011 11:01:47	14/09/2011 11:02:09	20.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	34	171	Preview	14/09/2011 11:01:57	14/09/2011 11:02:49	50.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	645	401	Preview	14/09/2011 11:02:03	14/09/2011 11:03:25	80.04	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	455	51	Rejected	14/09/2011 11:02:18	14/09/2011 11:04:46	48.67	0.00	1	57	24.98	0.00	1	8	32.77	0.00	2	58	20.25	0.00	1	94	20.01	0.00	2	93	1	0	""
2	560	543	Accepted	14/09/2011 11:02:28	14/09/2011 11:06:18	105.35	0.00	1	84	18.93	0.00	1	57	13.16	0.00	1	61	28.42	0.00	1	40	60.70	0.00	1	23	0	0	""
2	34	171	Accepted	14/09/2011 11:02:56	14/09/2011 11:12:01	48.28	0.00	1	77	280.74	0.00	2	61	81.79	0.00	2	71	76.06	0.00	2	61	52.50	0.00	2	44	0	0	""
2	645	401	Rejected	14/09/2011 11:03:28	14/09/2011 11:05:22	39.37	0.00	2	99	15.91	0.00	2	2	24.43	0.00	2	0	19.34	0.00	1	1	13.97	0.00	1	0	1	0	""
2	511	28	Preview	14/09/2011 11:04:20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	172	191	Preview	14/09/2011 11:04:20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	676	28	Accepted	14/09/2011 11:04:26	14/09/2011 11:08:47	33.73	0.00	2	68	13.01	0.00	1	65	133.69	0.00	1	59	63.32	0.00	2	70	15.31	0.00	1	74	0	0	""
2	214	51	Accepted	14/09/2011 11:04:57	14/09/2011 11:06:38	27.15	0.00	2	72	13.65	0.00	2	85	13.68	0.00	1	72	14.96	0.00	1	69	26.55	0.00	2	64	0	0	""
2	70	401	Preview	14/09/2011 11:05:26	14/09/2011 11:05:37	10.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	70	401	Accepted	14/09/2011 11:05:41	14/09/2011 11:07:42	21.01	0.00	1	99	24.83	0.00	1	99	32.49	0.00	2	1	17.57	0.00	1	99	23.54	0.00	2	99	0	0	""
2	172	191	Preview	14/09/2011 11:06:25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	751	543	Rejected	14/09/2011 11:06:26	14/09/2011 11:13:12	51.29	0.00	1	92	155.74	0.00	2	34	122.24	0.00	2	78	31.61	0.00	2	46	44.14	0.00	1	71	1	0	""
2	428	51	Accepted	14/09/2011 11:06:48	14/09/2011 11:08:11	18.46	0.00	1	69	9.89	0.00	1	93	14.70	0.00	2	28	18.74	0.00	2	51	16.13	0.00	1	8	0	0	""
2	273	401	Preview	14/09/2011 11:07:45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	551	191	Accepted	14/09/2011 11:07:52	14/09/2011 11:12:27	85.44	0.00	2	69	52.12	0.00	1	85	88.66	0.00	2	58	15.44	0.00	1	86	28.76	0.00	2	78	0	0	""
2	3	51	Accepted	14/09/2011 11:08:21	14/09/2011 11:10:00	22.09	0.00	1	92	21.18	0.00	2	64	12.83	0.00	2	48	14.22	0.00	1	74	21.51	0.00	2	73	0	0	""
2	120	28	Preview	14/09/2011 11:08:55	14/09/2011 11:09:28	30.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	111	28	Preview	14/09/2011 11:09:35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	818	51	Accepted	14/09/2011 11:10:09	14/09/2011 11:12:10	23.09	0.00	1	56	14.79	0.00	2	47	26.39	0.00	2	48	26.67	0.00	1	32	27.27	0.00	2	3	0	0	""
2	29	51	Accepted	14/09/2011 11:12:19	14/09/2011 11:13:24	11.87	0.00	2	73	9.84	0.00	1	73	12.09	0.00	1	32	9.03	0.00	2	79	17.76	0.00	1	76	0	0	""
2	10	171	Preview	14/09/2011 11:12:23	14/09/2011 11:14:30	120.04	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	405	284	Preview	14/09/2011 11:12:27	14/09/2011 11:27:38	450.62	423.25	NA	NA	0.50	7.32	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	671	191	Preview	14/09/2011 11:12:56	14/09/2011 11:15:49	171.76	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	72	543	Rejected	14/09/2011 11:13:20	14/09/2011 11:15:21	18.24	0.00	1	77	45.18	0.00	1	42	10.76	0.00	1	76	23.73	0.00	2	32	22.43	0.00	2	91	1	0	""
2	609	51	Accepted	14/09/2011 11:13:33	14/09/2011 11:15:51	31.95	0.00	2	71	9.77	0.00	2	74	35.38	0.00	1	95	32.96	0.00	2	39	25.48	0.00	1	55	0	0	""
2	10	171	Accepted	14/09/2011 11:14:36	14/09/2011 11:19:34	66.23	0.00	2	96	41.19	0.00	2	29	55.90	0.00	2	1	38.22	0.00	2	95	93.83	0.00	2	95	0	0	""
2	671	191	Accepted	14/09/2011 11:15:58	14/09/2011 11:18:49	49.88	0.00	1	81	12.34	0.00	2	60	55.12	0.00	2	51	17.71	0.00	2	86	31.44	0.00	1	11	0	0	""
2	211	51	Accepted	14/09/2011 11:16:00	14/09/2011 11:17:18	12.78	0.00	2	80	14.69	0.00	2	71	16.61	0.00	1	1	12.81	0.00	2	79	19.78	0.00	1	2	0	0	""
2	216	51	Accepted	14/09/2011 11:17:27	14/09/2011 11:19:15	19.69	0.00	2	46	32.26	0.00	1	46	23.74	0.00	2	7	15.32	0.00	2	77	15.71	0.00	2	76	0	0	""
2	752	393	Preview	14/09/2011 11:18:08	14/09/2011 11:24:39	390.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	148	191	Preview	14/09/2011 11:18:56	14/09/2011 11:22:18	200.22	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	213	51	Accepted	14/09/2011 11:19:23	14/09/2011 11:21:03	22.86	0.00	1	67	23.71	0.00	1	62	19.41	0.00	2	66	15.97	0.00	1	58	15.38	0.00	1	82	0	0	""
2	665	171	Preview	14/09/2011 11:19:40	14/09/2011 11:40:52	1270.25	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	372	113	Preview	14/09/2011 11:19:44	14/09/2011 11:20:18	30.03	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	24	51	Accepted	14/09/2011 11:21:11	14/09/2011 11:22:31	21.28	0.00	1	5	17.89	0.00	2	68	9.49	0.00	2	95	11.72	0.00	2	94	18.62	0.00	1	80	0	0	""
2	610	51	Accepted	14/09/2011 11:22:39	14/09/2011 11:23:58	14.35	0.00	1	53	12.89	0.00	2	73	19.49	0.00	1	53	11.70	0.00	2	54	17.41	0.00	2	56	0	0	""
2	148	191	Skipped	14/09/2011 11:22:48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	764	51	Rejected	14/09/2011 11:24:07	14/09/2011 11:25:57	49.48	0.00	2	49	12.07	0.00	2	58	13.95	0.00	2	66	18.02	0.00	2	56	12.87	0.00	2	61	1	0	""
2	263	393	Preview	14/09/2011 11:24:48	14/09/2011 11:33:39	530.03	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	673	51	Preview	14/09/2011 11:26:23	14/09/2011 11:26:36	10.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	153	51	Preview	14/09/2011 11:26:53	14/09/2011 11:27:04	10.03	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	725	51	Preview	14/09/2011 11:27:25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	60	51	Preview	14/09/2011 11:27:37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	218	51	Preview	14/09/2011 11:27:44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	405	284	Rejected	14/09/2011 11:27:46	14/09/2011 11:32:37	32.68	0.00	1	97	68.52	0.00	2	22	106.69	0.00	1	16	40.18	0.00	1	2	35.27	0.00	1	13	1	0	""
2	1	51	Preview	14/09/2011 11:27:54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	625	51	Preview	14/09/2011 11:28:04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	269	51	Preview	14/09/2011 11:28:13	14/09/2011 11:28:45	30.06	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	513	3	Preview	14/09/2011 11:28:19	14/09/2011 11:33:05	240.06	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	149	51	Preview	14/09/2011 11:28:57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	150	51	Preview	14/09/2011 11:29:12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	713	51	Preview	14/09/2011 11:29:22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	383	51	Preview	14/09/2011 11:29:29	14/09/2011 11:29:51	20.03	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	230	51	Preview	14/09/2011 11:30:01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	460	51	Preview	14/09/2011 11:30:08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	175	51	Preview	14/09/2011 11:30:18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	554	51	Preview	14/09/2011 11:30:28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	665	51	Preview	14/09/2011 11:30:38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	142	51	Preview	14/09/2011 11:31:00	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	788	51	Preview	14/09/2011 11:31:09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	208	284	Preview	14/09/2011 11:32:55	14/09/2011 11:33:19	20.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	513	3	Accepted	14/09/2011 11:33:13	14/09/2011 11:39:24	141.06	0.00	2	97	76.96	0.00	1	99	52.26	0.00	1	64	46.60	0.00	1	55	50.66	0.00	2	97	0	0	""
2	208	284	Accepted	14/09/2011 11:33:21	14/09/2011 11:38:29	61.29	0.00	1	99	68.47	0.00	2	99	86.31	0.00	1	97	55.26	0.00	2	11	27.39	0.00	1	99	0	0	""
2	205	393	Preview	14/09/2011 11:35:15	14/09/2011 11:36:36	80.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	174	22	Preview	14/09/2011 11:35:50	14/09/2011 11:36:16	20.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	406	393	Preview	14/09/2011 11:36:46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2	382	393	Preview	14/09/2011 11:36:55	14/09/2011 11:37:05	10.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	382	393	Accepted	14/09/2011 11:37:10	14/09/2011 11:42:19	32.04	0.00	1	0	81.59	0.00	2	1	72.25	0.00	2	95	53.50	0.00	1	97	66.14	0.00	2	96	0	0	""
2	56	284	Preview	14/09/2011 11:38:50	14/09/2011 11:39:04	10.01	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	56	284	Accepted	14/09/2011 11:39:12	14/09/2011 11:42:30	29.78	0.00	2	97	40.65	0.00	1	1	45.87	0.00	2	95	38.24	0.00	2	10	37.07	0.00	1	9	0	0	""
2	381	700	Preview	14/09/2011 11:39:20	14/09/2011 11:39:42	20.23	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	635	3	Preview	14/09/2011 11:39:34	14/09/2011 11:39:48	10.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	0.00	0.00	NA	NA	NA	NA	NA
2	381	700	Accepted	14/09/2011 11:39:43	14/09/2011 11:41:52	45.38	0.00	2	83	34.12	0.00	2	35	15.57	0.00	1	32	12.63	0.00	2	53	19.09	0.00	1	13	0	0	""
